Feature1,Feature2,Feature3,Target
37.454011884736246,6.28583713734685,192.60949384628634,53.356739302389705
95.07143064099162,127.28208225275608,25.24198949851465,90.69486474232029
73.1993941811405,62.871196215265336,48.48861422838413,84.53258010090491
59.86584841970366,101.71413823294056,269.56625655812377,129.06926517718625
15.601864044243651,181.5132947852186,181.928717897877,111.57152431888171
15.599452033620265,49.858445829774986,2.7591154849888944,32.02542476966563
5.8083612168199465,82.07658460712595,30.441462859809633,42.25122859288701
86.61761457749351,151.11022770860973,199.05053073241675,149.8748377219985
60.11150117432088,45.75963309832449,1.518475153865606,33.29175454790463
70.80725777960456,15.395981965758597,48.2424154252496,37.44128698714159
2.0584494295802447,57.9502905827536,164.62013680997583,67.56658027205062
96.99098521619943,32.24425745080089,207.568559307808,95.39068809352308
83.24426408004217,185.93953046851462,195.58837785078015,145.0577559578682
21.233911067827616,161.6240759128834,67.28079283816794,97.29335748601409
18.182496720710063,126.68075130208469,213.65376640426075,106.77642483649797
18.34045098534338,174.29211803754353,71.17472624904002,100.34984723844566
30.42422429595377,160.7344153798229,97.61990944778032,126.67299927106461
52.475643163223786,37.31401177720717,223.94742153540724,83.23900025426173
43.194501864211574,178.51179969799554,194.8898697141644,128.58338480774367
29.122914019804192,107.86844838313014,254.76702314825337,122.80312249770476
61.18528947223795,161.4880310328125,197.28386769010302,159.7779378662246
13.949386065204184,179.21825998469865,170.49258100064148,138.21711461755032
29.214464853521815,63.60069499437277,28.102430348427742,30.99147336338834
36.63618432936917,22.010384905535354,110.31474091783005,39.216655206481924
45.606998421703594,45.58703250838833,79.56071030451764,65.05686933347499
78.51759613930136,85.42155772525126,73.19689301372507,73.82874165097324
19.967378215835975,163.60295318449863,291.9031664257337,150.61051762360913
51.42344384136116,172.1461166512687,117.92931740002813,132.8322954923417
59.24145688620425,1.3904261062381407,267.613966553134,62.721138713826306
4.645041271999773,102.14946051551314,189.34158779917885,89.74130663857427
60.75448519014384,83.4822006297558,238.44339106249453,75.24345068372924
17.052412368729154,44.42156209414605,150.79112793155764,47.2408539306604
6.505159298527952,23.97307346673656,173.07116538790774,46.026636086576616
94.88855372533332,67.5230342807256,147.75530814565917,79.30131306744613
96.56320330745594,188.58194078250384,58.57289633941335,151.29862369068772
80.83973481164611,64.64058640415105,216.7356345784516,85.61792678165337
30.46137691733707,103.75812434867322,84.23170873225673,73.46337212901925
9.767211400638388,140.60379177903556,7.294789929436152,75.99842306845744
68.42330265121569,72.7259204758588,193.64168877215033,110.03102167838534
44.01524937396013,194.35641654419214,53.13320382211468,106.65080233691266
12.203823484477883,192.48945898842226,282.1375753058743,167.96502912227896
49.51769101112702,50.356459165072835,286.1785731007762,97.37158211622564
3.4388521115218396,99.44970117847708,274.45931706613453,95.83328312544248
90.9320402078782,60.17566196335393,111.04761007663332,84.1979998019998
25.87799816000169,56.968098875493524,4.6369849586602285,39.165442833214016
66.2522284353982,7.377389470906559,278.4955687763176,73.26130824974831
31.171107608941096,121.91286679597937,128.4552444951943,96.69683542961107
52.00680211778108,100.5358046457723,289.99644571310085,120.01609613222304
54.67102793432797,10.29575024999787,289.08599312677586,80.50155558316497
18.485445552552704,55.729292847322284,255.90283664020802,91.21215416267901
96.95846277645586,181.65317719333075,88.3346676208757,153.44122911523078
77.51328233611146,47.91237813339448,115.52931858057758,57.93788249537771
93.9498941564189,28.97897441824462,255.34100145505707,115.07298949362206
89.48273504276489,97.8905520555126,95.0766015468833,75.2845388547374
59.78999788110851,197.13009082212014,50.847824005827746,125.15375862620233
92.18742350231169,48.41105430230008,167.04037873750505,91.15300201419032
8.84925020519195,134.4271094811757,280.8464322482343,128.84753492914263
19.59828624191452,152.32392306574351,208.8089390024919,117.57624000773855
4.522728891053807,47.527508798479936,171.01835102680948,57.243020768345254
32.53303307632643,145.6432697223719,29.15294813123056,83.48212506374168
38.8677289689482,73.55662654385064,184.50216800975093,79.44541799511786
27.134903177389592,126.4611661187159,297.01615503127897,139.27030598904088
82.87375091519293,126.70594215217893,42.02520457095721,100.19029212448926
35.67533266935893,107.1549368149517,155.49889570912103,88.45075139750118
28.093450968738075,18.05795401088166,263.21192157838664,79.0953953660721
54.26960831582485,167.0604991178476,222.23058532626132,147.33024432768963
14.092422497476264,64.15601299434717,209.10472229858038,86.25529889452214
80.21969807540397,37.30370207997085,210.7452251961328,91.16309392106929
7.455064367977082,8.155028310952783,107.84734536592654,19.5935524298341
98.68869366005173,118.17858863764836,88.07755327934801,100.7096026707396
77.22447692966574,135.51287236845647,242.80834664355407,146.95838464307138
19.87156815341724,3.3175657855712304,243.03401840375423,62.33075967389629
0.5522117123602399,102.4186116598562,260.1216955740311,103.19029251880092
81.54614284548342,45.29915503958759,273.9721657669414,103.08112735991492
70.68573438476172,129.03455808188997,153.40271965828134,129.18019224591401
72.90071680409874,34.87328580099829,150.45488840615988,63.482121734602444
77.12703466859458,138.18754762049318,239.48855369003255,145.60056876053187
7.4044651734090365,77.34706926010747,194.98917923332954,77.87078350440342
35.84657285442726,187.3459977473469,210.590063177311,144.36817133319164
11.586905952512971,27.50418882919865,238.7378008308303,75.96349488639119
86.31034258755935,68.2132702100517,267.00160254526986,121.65422188022792
62.329812682755794,22.694704248117816,101.39854705546074,58.461101699984184
33.08980248526492,184.93872365571255,112.6748857919832,137.98606780337568
6.355835028602364,175.4678706761962,28.194581952260698,95.48964065345855
31.09823217156622,51.58832554303112,173.4840422988522,76.6399705957055
32.518332202674706,131.99680920683582,10.782682139022626,74.80777312609028
72.96061783380641,163.44444004024317,139.67940543973805,134.78794998309553
63.75574713552131,111.04016231989246,162.793390412273,105.90405283938037
88.72127425763266,105.93011567120129,85.96237563848533,97.74387489051469
47.22149251619493,48.37045818009034,177.24997817070323,79.75324273341343
11.959424593830171,18.620553561179843,9.150074981714829,6.545912322747213
71.3244787222995,179.44315159066534,11.204456624764326,134.28368349382998
76.07850486168974,180.0836114326661,246.78016819789747,152.16121699942244
56.127719756949624,126.62029145465358,108.05719242337886,89.61801401121014
